Q_diff,Q_router,Q_oracle
0,1,1
0,1,1
0,1,1
0,0,0
0,1,1
0,1,1
1,2,1
2,3,1
3,3,0
3,4,1
3,4,1
3,3,0
2,2,0
2,2,0
1,2,1
1,2,1
1,2,1
1,3,2
2,4,2
3,4,1
2,3,1
2,4,2
2,4,2
3,4,1
3,4,1
3,3,0
2,3,1
3,4,1
4,5,1
5,6,1
5,5,0
4,4,0
4,4,0
4,5,1
4,5,1
4,4,0
4,4,0
4,4,0
4,5,1
4,4,0
4,4,0
4,5,1
4,4,0
3,3,0
3,4,1
3,4,1
4,4,0
4,5,1
5,5,0
4,5,1
4,5,1
4,5,1
4,4,0
3,4,1
4,4,0
3,4,1
3,4,1
2,4,2
2,4,2
3,5,2
3,4,1
3,3,0
2,3,1
3,4,1
3,4,1
3,4,1
3,4,1
4,5,1
4,6,2
5,7,2
5,6,1
4,6,2
5,7,2
5,6,1
4,5,1
4,4,0
4,4,0
3,4,1
3,3,0
3,3,0
3,3,0
3,4,1
4,5,1
4,4,0
3,4,1
4,5,1
3,4,1
2,3,1
2,3,1
2,4,2
3,5,2
3,5,2
3,4,1
3,4,1
3,4,1
3,5,2
4,6,2
5,6,1
4,5,1
4,6,2
5,7,2
5,6,1
5,6,1
4,6,2
5,6,1
5,6,1
5,7,2
6,8,2
7,8,1
7,9,2
7,8,1
7,9,2
8,9,1
8,10,2
9,11,2
9,12,3
9,12,3
9,12,3
9,11,2
10,11,1
10,11,1
10,12,2
11,12,1
11,12,1
11,12,1
11,13,2
10,13,3
10,13,3
9,13,4
10,14,4
11,14,3
11,14,3
11,13,2
11,13,2
10,13,3
10,13,3
10,12,2
10,13,3
11,14,3
12,15,3
13,16,3
13,16,3
13,16,3
14,17,3
15,18,3
15,17,2
15,17,2
15,18,3
15,17,2
15,18,3
14,18,4
14,18,4
15,18,3
15,18,3
15,19,4
16,20,4
16,20,4
16,19,3
16,19,3
15,19,4
16,19,3
15,19,4
15,19,4
16,20,4
16,19,3
16,19,3
17,20,3
18,21,3
18,21,3
19,22,3
20,23,3
20,23,3
20,23,3
21,23,2
21,23,2
21,24,3
22,25,3
22,24,2
22,25,3
23,25,2
23,25,2
23,25,2
23,24,1
23,25,2
24,25,1
24,25,1
24,24,0
23,24,1
23,24,1
23,24,1
23,24,1
24,24,0
24,25,1
24,24,0
23,24,1
23,23,0
23,24,1
23,24,1
23,23,0
22,23,1
22,22,0
22,23,1
23,24,1
23,23,0
22,22,0
21,21,0
20,21,1
21,22,1
21,22,1
21,22,1
20,21,1
19,21,2
20,22,2
20,21,1
20,21,1
19,21,2
20,22,2
21,23,2
22,24,2
22,24,2
23,24,1
23,24,1
23,23,0
22,22,0
22,23,1
23,24,1
23,24,1
24,25,1
25,26,1
25,26,1
26,26,0
26,27,1
26,27,1
26,27,1
26,27,1
26,26,0
25,26,1
26,26,0
26,27,1
26,27,1
26,27,1
26,26,0
25,26,1
25,25,0
24,24,0
23,23,0
23,24,1
24,25,1
24,25,1
24,25,1
23,25,2
24,26,2
23,26,3
23,26,3
24,26,2
24,27,3
24,26,2
24,27,3
24,26,2
24,26,2
23,26,3
24,26,2
24,27,3
24,26,2
24,26,2
24,27,3
25,27,2
25,27,2
25,27,2
25,28,3
26,28,2
25,28,3
25,27,2
25,28,3
25,28,3
25,28,3
26,28,2
26,28,2
26,29,3
27,29,2
27,30,3
27,30,3
27,29,2
27,29,2
27,30,3
27,30,3
27,29,2
26,28,2
26,28,2
26,29,3
27,30,3
27,30,3
28,31,3
29,31,2
29,32,3
29,31,2
28,31,3
29,32,3
29,32,3
29,31,2
28,31,3
28,30,2
28,30,2
28,31,3
28,30,2
28,31,3
28,31,3
29,32,3
29,32,3
29,32,3
29,31,2
28,30,2
27,30,3
28,31,3
28,30,2
28,31,3
29,31,2
28,30,2
28,30,2
28,30,2
29,31,2
30,31,1
30,32,2
30,32,2
31,33,2
31,32,1
31,33,2
31,33,2
32,33,1
32,34,2
31,33,2
31,33,2
31,33,2
31,34,3
32,34,2
32,35,3
32,35,3
32,35,3
32,35,3
32,35,3
31,35,4
31,36,5
31,37,6
32,38,6
33,39,6
34,39,5
34,39,5
33,38,5
33,39,6
34,39,5
34,39,5
34,40,6
34,40,6
34,40,6
34,39,5
34,40,6
34,39,5
34,39,5
34,40,6
34,40,6
35,40,5
34,40,6
35,40,5
35,40,5
35,41,6
35,40,5
36,40,4
36,40,4
36,40,4
36,40,4
36,41,5
36,40,4
36,40,4
36,40,4
35,40,5
36,41,5
36,40,4
36,40,4
36,40,4
36,41,5
36,40,4
36,40,4
36,40,4
36,40,4
35,39,4
35,39,4
35,39,4
36,39,3
36,39,3
35,39,4
36,40,4
36,40,4
37,41,4
37,41,4
37,41,4
38,42,4
38,41,3
38,41,3
38,42,4
39,43,4
40,44,4
41,45,4
42,46,4
42,46,4
41,45,4
41,46,5
41,46,5
42,47,5
43,47,4
43,47,4
42,46,4
42,46,4
41,46,5
42,47,5
42,47,5
42,47,5
43,48,5
44,48,4
43,47,4
42,47,5
43,48,5
44,49,5
44,48,4
44,47,3
43,47,4
43,46,3
43,47,4
43,47,4
44,47,3
44,48,4
45,48,3
44,48,4
44,48,4
44,49,5
44,49,5
44,49,5
44,49,5
44,49,5
43,49,6
43,49,6
42,48,6
42,48,6
42,48,6
42,49,7
42,48,6
42,48,6
42,48,6
42,49,7
42,49,7
42,48,6
42,47,5
42,47,5
42,47,5
42,48,6
43,48,5
43,48,5
43,48,5
43,48,5
43,48,5
44,48,4
44,49,5
45,50,5
46,51,5
46,50,4
46,51,5
47,52,5
48,53,5
48,52,4
48,53,5
49,53,4
48,52,4
48,52,4
48,53,5
49,53,4
49,53,4
49,53,4
49,53,4
48,52,4
48,52,4
48,52,4
49,53,4
50,54,4
51,55,4
51,55,4
51,54,3
51,55,4
52,56,4
52,57,5
52,57,5
53,58,5
54,58,4
53,58,5
53,58,5
53,58,5
53,59,6
54,60,6
55,61,6
55,60,5
55,60,5
55,60,5
55,60,5
56,60,4
55,60,5
55,60,5
56,60,4
56,61,5
57,62,5
58,62,4
58,62,4
57,61,4
57,61,4
57,62,5
58,62,4
58,63,5
58,63,5
59,63,4
