t,cum_regret_mean,cum_regret_sd,n_runs
1,0.0,0.0,10
2,0.09860408349133913,0.25616840388634665,10
3,0.22223115263606102,0.33015272052462913,10
4,0.3173499955174087,0.5247760629635863,10
5,0.4383105731303384,0.5751279500581893,10
6,0.6024310248727742,0.7055744661755101,10
7,0.6034237687607922,0.7073434910503164,10
8,0.7675442202174393,0.8550220349944169,10
9,0.8734309987183412,0.79024924963278,10
10,0.8926031328171697,0.7932946244301977,10
11,0.8926031214223211,0.793294613253089,10
12,0.9821942314593016,0.83844673077288,10
13,1.226637597776209,0.8580826539451097,10
14,1.3271253952542197,0.9171258543126793,10
15,1.4596636485571008,0.9900466739546978,10
16,1.4684354605047285,0.9778296037668988,10
17,1.5373410591655117,1.0850701047921207,10
18,1.619649471101953,1.0952191609886863,10
19,1.706492863332435,1.277954142599159,10
20,1.8943624959411942,1.5070303829682323,10
21,1.9200971630220907,1.495839472399548,10
22,2.1635477767415114,1.6478815609756023,10
23,2.250887545085094,1.702410603587975,10
24,2.2645319423528756,1.7136384614549198,10
25,2.3235336043397434,1.6860050478850976,10
26,2.405345630583539,1.7294575660344698,10
27,2.551190697460919,1.691233300643633,10
28,2.590793556627364,1.7024813243921577,10
29,2.61172065816013,1.7193538772584362,10
30,2.7876587978295313,1.6801256258273634,10
31,2.9512520343688085,1.8249586274528606,10
32,3.2469179973733597,2.1008821795383854,10
33,3.422697358886942,2.3319652405605695,10
34,3.5868178115530034,2.46305439230072,10
35,3.6890605729387267,2.5986617392774987,10
36,3.8893401044328604,2.860959362225933,10
37,3.9065575719956804,2.856454962165137,10
38,3.914070798170613,2.8553702430644234,10
39,3.9145671689893478,2.854656249168483,10
40,3.996379196709108,2.8917935914815605,10
41,4.085970300267933,2.9403069255635095,10
42,4.111432381495239,2.9547796341315564,10
43,4.213178774547315,2.918479025745172,10
44,4.294990805682178,2.884019896257297,10
45,4.294990794195445,2.884019901513263,10
46,4.43381899980366,2.852138030672358,10
47,4.6767732388859455,2.922263028233123,10
48,4.838411821352993,2.9483603877172704,10
49,5.039614092682061,3.051937233736897,10
50,5.0411032099059145,3.0529337325820345,10
51,5.32213202247362,3.272184525570238,10
52,5.323621138396175,3.27203291486323,10
53,5.48900018759335,3.421333456342971,10
54,5.678695122423277,3.569559964937429,10
55,5.865656423519548,3.727568987833439,10
56,6.0615289171328035,3.8638842831673625,10
57,6.225152986283985,4.063443100774123,10
58,6.549919271142803,4.240992991807827,10
59,6.664252308340106,4.138690766388106,10
60,6.764898893035453,4.245915092403344,10
61,6.952272143338743,4.263763207151181,10
62,7.1401417706787615,4.507814658333083,10
63,7.2471921064075815,4.6415394960839444,10
64,7.4483943747847166,4.712235837925823,10
65,7.575379066590434,4.849807377589344,10
66,7.8198224366082325,4.836273227132067,10
67,7.902130849144174,5.006674652285107,10
68,7.983942879088858,5.184690242446243,10
69,8.06525853226337,5.087575486788373,10
70,8.101984928924223,5.082465040058494,10
71,8.270143993770068,5.045520756455435,10
72,8.43376807087537,5.246730927820755,10
73,8.620148565518122,5.133910664269937,10
74,8.636699452003516,5.139150254387855,10
75,8.718511483138375,5.111576130574911,10
76,8.738942212258932,5.106800777358127,10
77,8.901077173701841,4.9953855230222315,10
78,9.068739861796752,4.905451192517157,10
79,9.069732602907504,4.906676128397938,10
80,9.152041012666182,4.920785118911583,10
81,9.395988009365023,4.819340451012707,10
82,9.52902264442103,4.82175546605743,10
83,9.644316983877303,4.862420926142501,10
84,9.749836145488361,4.915880400447815,10
85,9.807082843172962,4.911635334915185,10
86,9.906577886291732,4.9770534017950405,10
87,9.987893535213011,4.978421332237839,10
88,10.15654896849724,5.01098078026672,10
89,10.47211011240384,5.160861897193388,10
90,10.741022819669041,5.3253681498115295,10
91,10.803412946861581,5.38537156940262,10
92,11.107339142002967,5.570461592069134,10
93,11.311899028897685,5.648010591107587,10
94,11.499272281314779,5.766434328252432,10
95,11.588863392256147,5.846385530769285,10
96,11.6949209834271,5.881016533876849,10
97,11.939364354349285,6.146159141511701,10
98,12.041607110551766,6.242044930459112,10
99,12.225661906338413,6.427863123921615,10
100,12.320621975577334,6.4171467177667285,10
101,12.321614707054993,6.416792492327368,10
102,12.342045428129541,6.430426318066915,10
103,12.601550566485251,6.534309931511552,10
104,12.85426938437665,6.646924628617296,10
105,13.119143480652241,6.867802275800856,10
106,13.225921228581948,6.956343657472052,10
107,13.254868538951746,6.9713041222137235,10
108,13.414509576821576,6.911277376354467,10
109,13.520567162723783,7.038868773608334,10
110,13.707444027833219,7.165574113888659,10
111,13.879343560019999,7.2009212261337305,10
112,13.965690577327559,7.301219170183716,10
113,13.970721933109573,7.293827507109534,10
114,13.971218302731742,7.2938515721350425,10
115,13.971714677622652,7.2944411759407926,10
116,14.134842380839777,7.274889358486436,10
117,14.228968482032405,7.2664245301951125,10
118,14.391599806911506,7.352336474116974,10
119,14.554727510395185,7.452077595454552,10
120,14.71686246877504,7.620296913878482,10
121,14.803705861551473,7.739147406925599,10
122,14.89280060249946,7.84928903732128,10
123,15.055928309592144,8.013363787658488,10
124,15.13823671619588,8.145825231900973,10
125,15.143764441625688,8.151502829430854,10
126,15.306395771129303,8.330488530252293,10
127,15.400859465464544,8.399494033618549,10
128,15.644310085284445,8.376405328450073,10
129,15.727114876970916,8.43741924829371,10
