t,cum_regret_mean,cum_regret_sd,n_runs
1,0.0,0.0,10
2,0.2670000007730743,0.4299108448905427,10
3,0.7120000021123924,0.8178535620399935,10
4,1.1570000028920242,1.113982350112939,10
5,1.6020000042313431,1.4412016645537258,10
6,2.0470000050491204,1.8311808649995092,10
7,2.670000007030975,2.1800458792179276,10
8,2.9370000077659033,2.411956568280921,10
9,3.2930000087839533,2.7527725518833988,10
10,3.8270000099611443,3.196574741421374,10
11,4.272000010817068,3.6042253121540635,10
12,4.717000012080094,3.8918777390123216,10
13,5.251000013740681,4.246584132793024,10
14,5.785000015363121,4.5429732225784365,10
15,6.319000016985563,4.846665422955773,10
16,7.120000019495512,4.856642661834367,10
17,7.921000022005465,4.9187655584890475,10
18,8.455000023627907,5.0214722455210925,10
19,8.811000024569662,5.042460726447385,10
20,9.167000025028027,5.2410178379690135,10
21,9.701000026612324,5.412845748819999,10
22,10.146000027353809,5.457376678936169,10
23,10.591000028095293,5.604566512257663,10
24,10.858000028270535,5.855692029776596,10
25,11.125000028445779,6.054471740310407,10
26,11.748000029867947,6.346170873193703,10
27,12.282000030968845,6.550894451085686,10
28,12.905000032352868,6.7029599860616775,10
29,13.528000033736891,6.814298393510235,10
30,14.062000034799643,7.129882060475843,10
31,14.685000036705208,7.123089637299059,10
32,15.219000038289499,7.284359912768664,10
33,15.931000040516334,7.284359913085567,10
34,16.46500004206248,7.221259154743119,10
35,17.26600004457244,7.293415935468262,10
36,17.97800004676112,7.47929560120662,10
37,18.512000048345413,7.630737290926782,10
38,19.313000050855372,7.7707415245312115,10
39,19.936000052722783,7.704199752697597,10
40,20.64800005491147,7.642262349880402,10
41,21.18200005645762,7.549569261453356,10
42,21.894000058646306,7.623813892209179,10
43,22.60600006083499,7.806336774897478,10
44,23.140000062419283,8.03742222942354,10
45,23.76300006432485,8.370522453028746,10
46,24.119000065266608,8.364211427213496,10
47,24.920000067814712,8.526264033747607,10
48,25.721000070324664,8.479167250098918,10
49,26.34400007219208,8.630909862630208,10
50,27.056000073897373,8.90197759567378,10
51,27.50100007516039,9.05149402162432,10
52,28.213000077387232,9.144362053594312,10
53,28.83600007929279,9.49518735850959,10
54,29.459000081160212,9.329211569408074,10
