t,cum_regret_mean,cum_regret_sd,n_runs
1,0.0,0.0,10
2,0.44500000137746437,0.4690711877907033,10
3,0.8900000026786368,0.8391000498122033,10
4,1.4240000037795366,1.27255823323388,10
5,1.9580000054401228,1.7196433802834032,10
6,2.4030000062579004,2.0998468281091562,10
7,3.2040000088059983,2.227964700090428,10
8,4.005000011354097,2.3825861388805847,10
9,4.62800001325966,2.7447679623958923,10
10,5.251000015165222,2.979986774401412,10
11,5.8740000170707845,3.145226376479719,10
12,6.586000019259468,3.2552323807173735,10
13,7.298000021486297,3.403272293338903,10
14,8.09900002399625,3.47112679062153,10
15,8.455000024899864,3.6875082052256025,10
16,8.811000025803475,3.8095973968870624,10
17,9.43400002767089,3.9401979789057626,10
18,10.146000029859575,4.115013718384439,10
19,10.591000031084457,4.389263305399561,10
20,11.214000032990018,4.522585806120934,10
21,11.570000033931775,4.671911355851821,10
22,12.015000035194802,4.861171001659619,10
23,12.549000036779098,4.8284721706990394,10
24,13.08300003836339,5.052922274969751,10
25,13.528000039626424,5.286996225602505,10
26,14.062000041210718,5.5310634096554265,10
27,14.596000042756865,5.47347992018484,10
28,15.30800004494555,5.418533646364595,10
29,15.66400004588731,5.770910212702095,10
30,16.465000048435407,5.786901417646007,10
31,17.08800005034097,5.82555445319205,10
32,17.533000051082457,6.15252624234624,10
33,18.067000052628607,6.459571818610107,10
34,18.779000054855437,6.613072011195379,10
35,19.313000056439733,6.791658388173274,10
36,19.75800005770276,6.865766631915336,10
37,20.381000059570173,6.822688399429944,10
38,20.826000060833206,7.010378363079176,10
39,21.271000062096228,7.368449961135077,10
40,21.716000063359257,7.424968713183475,10
41,22.42800006554794,7.288587451891655,10
42,23.051000067415366,7.187052349770705,10
43,23.94100007024658,7.187052349770704,10
44,24.475000071792728,7.233436660920421,10
45,25.00900007337703,7.427931471499295,10
46,25.632000075282594,7.3845571856700225,10
47,26.166000076866887,7.281338730281175,10
48,26.789000078772453,7.392299998695451,10
