t,cum_regret_mean,cum_regret_sd,n_runs
1,0.0,0.0,10
2,0.006846274945890697,0.020236872612238915,10
3,0.007756698705519623,0.01998502206638568,10
4,0.09377762039852572,0.27574134540330986,10
5,0.1973089203158867,0.35665594157357,10
6,0.3826406259946108,0.5576958594651955,10
7,0.5615500916729959,0.788023170861911,10
8,0.7297971294676401,0.771081714791175,10
9,0.9082327576116688,0.9407397313617676,10
10,1.0730990308086512,0.9976216908284771,10
11,1.156773961981667,1.1468931271926488,10
12,1.2392230945983447,1.0951095252046568,10
13,1.6749841572065918,1.2386126334132292,10
14,1.9224005346882016,1.357489683794354,10
15,2.2786374588074776,1.5053022976241768,10
16,2.457084712205785,1.7168701363947358,10
17,2.621180828438186,1.7566922166651242,10
18,2.8737833659869367,1.7889510793680719,10
19,2.956588137972389,1.8453384094597018,10
20,2.967827412703285,1.8461573650124032,10
21,3.1495786421488647,1.9471928903535096,10
22,3.3140308464048247,2.1704719434613793,10
23,3.5831926895116837,2.196450774988103,10
24,3.760233119895516,2.2911374192968483,10
25,3.924685322532342,2.2092110560701466,10
26,4.207430303285983,2.36477996577927,10
27,4.384793619884642,2.4509457705273157,10
28,4.548335386494648,2.577350390912984,10
29,4.793192817121673,2.7797278423380116,10
30,4.881354755160958,2.7140095129164767,10
31,5.135256810988522,3.00536787381253,10
32,5.298798570214226,3.0967427804898815,10
33,5.624929651908415,3.310415524274727,10
34,5.8749064258160395,3.453437713329884,10
35,6.032430029715265,3.471258318438405,10
36,6.362074242434075,3.706509273068484,10
37,6.376565650095921,3.70578244562376,10
38,6.631621469384899,3.744789857933951,10
39,6.800033123329217,3.681587695092994,10
40,6.982480444266004,3.7461792337164943,10
41,7.293259387594579,3.877329051839933,10
42,7.620260621050681,3.7704773994873637,10
43,7.736203827844795,3.6612443496968936,10
44,7.982303460292698,3.5188555792229694,10
45,8.093272345480582,3.638073466294825,10
46,8.337633399623224,3.6790895578154474,10
47,8.482366037245399,3.7906043801560436,10
48,8.59191548320995,3.8582785026132282,10
49,8.759866421571598,3.7994739331834717,10
50,9.013517254931354,3.866686063122898,10
51,9.222730993593448,3.871593255760256,10
52,9.483479342709307,4.102709657104716,10
53,9.802071724398456,4.3462962002109755,10
54,9.98427534408519,4.259708875450283,10
55,10.2340026694547,4.439253915438713,10
56,10.322992752406524,4.45028137952602,10
57,10.428735987881678,4.494490375246976,10
58,10.51302716803762,4.593857171817413,10
59,10.763985058221126,4.8040916463168655,10
60,10.857430955036907,4.953690655046603,10
61,11.178981088302487,5.054729419658305,10
62,11.347193964723536,5.0161695319625075,10
63,11.598069549588605,5.110972651329875,10
64,11.69101907797556,5.113527107938787,10
65,12.020948542430405,4.987325530722837,10
66,12.361281308473341,5.034900610700855,10
67,12.691745611803812,5.194490057941825,10
68,12.937473188662091,4.978966464917737,10
69,13.18237263189155,5.061096124271312,10
70,13.386605145867218,5.2047793666980295,10
71,13.793597535829743,5.203672251237969,10
72,13.957635668367413,5.076799316347401,10
73,14.2843874490739,5.20399440212978,10
74,14.70174467230746,5.084665083700309,10
75,14.865865118495364,5.2180187839667855,10
76,15.02982095311638,5.531952527447785,10
77,15.295745705163643,5.454021672514499,10
78,15.468574518082198,5.352984819654694,10
79,15.81133590745554,5.173763265946448,10
80,16.007162091799167,5.111743156438444,10
81,16.260981835830137,5.022750453481176,10
82,16.51980107898256,5.19972549940541,10
83,16.541392051233142,5.187311016012263,10
84,16.644038212717525,5.178660057308558,10
85,16.974502511836498,5.323030281231838,10
86,17.071882025568495,5.402342785464349,10
87,17.23736899872527,5.431979524988661,10
88,17.64481746690165,5.728278832356543,10
89,17.73571074287418,5.9256089345189205,10
90,17.8248251459718,5.845787278073615,10
91,17.992161734969695,5.988143093468523,10
92,18.161635073732008,6.005264782446048,10
93,18.326251896740082,6.295170951323398,10
94,18.660307952335025,6.578174763945763,10
95,18.985984672348323,6.757471473062471,10
96,19.15381764250324,6.699636952003251,10
97,19.2455365935329,6.639781050481705,10
98,19.423202029290568,6.59415851361866,10
99,19.66805945899397,6.817273742722268,10
100,19.93223651590057,6.767861118268472,10
101,20.096853336347934,6.936208319829552,10
102,20.260891471662877,7.131522158945841,10
103,20.360955588890647,7.2101693622889655,10
104,20.524953433714508,7.1525145775229,10
105,20.698241058146714,7.208608347001875,10
106,20.958232926069023,7.1528929508612835,10
107,21.045246604612746,7.228503830715125,10
108,21.126976322760836,7.2051618002894555,10
109,21.373282584751543,7.219110384926476,10
110,21.646239584359733,7.329011069210614,10
111,21.86246964623863,7.326796898659628,10
112,22.050356438547688,7.270689107566245,10
113,22.296702996583996,7.508024683256047,10
114,22.63133773106535,7.524007066205725,10
115,22.829494497299514,7.538058815600869,10
116,22.86510295204465,7.564572335667942,10
117,22.95248868152923,7.532960376029625,10
118,23.172022449650864,7.539156293080974,10
119,23.43541166728765,7.789198813750721,10
120,23.519500663700803,7.786431835035552,10
121,23.62125973301577,7.778841082683425,10
122,23.710075462983443,7.738901805035774,10
123,23.711441967734196,7.738410699964801,10
124,23.794246748051442,7.711663029841833,10
125,23.905985364810384,7.777902705747678,10
126,24.02201518117885,7.780122017998188,10
127,24.12826617767194,7.939485395195961,10
128,24.14394597115597,7.955315055076085,10
129,24.243614583990873,7.9129186671023435,10
130,24.254928308230063,7.9043217257504805,10
131,24.266976236634015,7.920959102361066,10
132,24.288273642871502,7.917598141643412,10
133,24.370085669115294,7.934826996401543,10
134,24.578599948991517,8.129472015526018,10
135,24.743868658610378,8.160258988088524,10
136,24.989801147705666,8.290777751895916,10
137,25.154377674884692,8.287566593012253,10
138,25.48801776480529,8.42092277740476,10
139,25.65247169339754,8.429215033933597,10
140,25.987520496686983,8.343245436414376,10
141,26.158529249311734,8.337998845795763,10
