t,Q_diff_mean,Q_diff_sd,n_runs
1385,176.5,30.44576233968275,10
1386,176.8,30.546139963449825,10
1387,176.8,30.65869461597404,10
1388,177.0,30.503187447288923,10
1389,177.2,30.491528878252947,10
1390,177.6,30.66739129578662,10
1391,177.8,30.871777834563833,10
1392,177.5,30.981177081146114,10
1393,177.4,30.844412423934706,10
1394,177.9,30.7767950103826,10
1395,178.0,30.706495874470747,10
1396,178.0,30.82927901272497,10
1397,178.1,30.98906617215534,10
1398,177.9,31.253266495946736,10
1399,178.0,31.439536326804255,10
1400,178.2,31.129835635073093,10
1401,178.4,30.980997760275933,10
1402,178.8,30.940085469967418,10
1403,178.8,30.839368778667748,10
1404,179.3,30.760905925107817,10
1405,179.2,30.85737801203754,10
1406,179.3,30.532496349518052,10
1407,179.4,30.42002264591165,10
1408,179.3,30.40851488938218,10
1409,179.2,30.418561584810167,10
1410,179.3,30.34999542375949,10
1411,179.4,30.576679566842003,10
1412,179.8,30.58975863476751,10
1413,180.0,30.48496897379647,10
1414,180.2,30.403947112176077,10
1415,180.4,30.710837754049553,10
1416,180.7,30.86907837950463,10
1417,181.0,30.89768060335058,10
1418,181.0,31.329787033357817,10
1419,181.1,31.29234908266094,10
1420,181.2,30.947266976799956,10
1421,181.2,30.687673964204798,10
1422,181.7,30.836666486505965,10
1423,181.4,31.077680451124763,10
1424,181.7,30.955344180501907,10
1425,181.8,31.108412581379547,10
1426,182.1,31.260376055177442,10
1427,182.3,31.40789002075045,10
1428,182.4,31.65157535135056,10
1429,182.6,31.896359945576513,10
1430,182.6,31.997222101648486,10
1431,182.6,31.648064711763972,10
1432,182.8,31.56228410267194,10
1433,182.8,31.49885359465925,10
1434,182.7,31.400813860648753,10
1435,183.0,30.8688984074406,10
1436,183.5,31.142147217771182,10
1437,183.8,31.318436174950442,10
1438,183.7,31.358323367878654,10
1439,183.9,31.59623746939218,10
1440,183.8,31.438829494750596,10
1441,183.9,31.673508032914686,10
1442,184.0,31.294301930756234,10
1443,184.1,31.349109503567508,10
1444,184.5,31.567388235329194,10
1445,184.5,31.259665172017865,10
1446,184.5,31.259665172017865,10
1447,184.4,30.808368271551736,10
1448,184.3,30.357316526113877,10
1449,184.5,30.3982821152044,10
1450,184.9,30.311164059908137,10
1451,184.9,30.512110528262195,10
1452,185.0,30.634040615701423,10
1453,185.3,30.623338957221645,10
1454,185.4,30.471115648904103,10
1455,185.5,30.44576233968275,10
1456,185.5,30.44576233968275,10
1457,185.8,30.34175707209822,10
1458,185.8,30.091711668017677,10
1459,185.7,30.01869787686038,10
1460,185.9,30.22673577407186,10
1461,186.0,30.840089349921005,10
1462,186.1,30.635672743461082,10
1463,186.2,30.770837564883486,10
1464,186.4,30.42002264591165,10
1465,186.3,29.814426038413018,10
1466,186.6,29.92286379639786,10
1467,186.9,29.681456987299143,10
1468,186.8,29.637813684548327,10
1469,186.8,29.362863923292252,10
1470,186.9,29.45599354215633,10
1471,187.2,29.506308176764882,10
1472,187.4,29.740357914606353,10
1473,187.8,29.999259250114086,10
1474,187.8,30.036274365802722,10
1475,187.7,29.989072083751516,10
1476,187.9,30.001666620372944,10
1477,187.8,30.036274365802722,10
1478,187.8,30.080632381059484,10
1479,187.8,30.054764828374367,10
1480,187.9,30.042377476565402,10
1481,188.2,29.98814580611627,10
1482,188.6,30.196394192390294,10
1483,188.8,30.319777190620794,10
1484,189.0,30.342489460600735,10
1485,189.2,30.312447021717738,10
1486,189.1,30.355120380807808,10
1487,189.0,30.32051011004487,10
1488,189.2,30.582493176470894,10
1489,189.1,30.278154941585637,10
1490,189.3,30.630594727058984,10
1491,189.4,30.255210754145768,10
1492,189.6,30.387131779386117,10
1493,189.7,30.31702858497551,10
1494,189.7,30.525217261944082,10
1495,190.0,30.702877172451878,10
1496,190.2,30.694914526314907,10
1497,190.9,30.780405022243183,10
1498,191.0,30.706495874470747,10
1499,191.0,30.644919825496544,10
1500,191.7,30.894264120635007,10
1501,191.9,30.704505641137864,10
1502,192.0,30.912061651652344,10
1503,192.2,31.03331543143057,10
1504,191.9,31.185644845737027,10
1505,192.2,31.158376794121423,10
1506,192.4,31.316307430971346,10
1507,192.6,31.3659404804355,10
1508,192.6,31.408420668490937,10
1509,192.8,31.047633654685434,10
1510,192.7,31.180656396768388,10
1511,192.9,31.214134974754984,10
1512,193.1,31.110734124700073,10
1513,193.0,30.96593109998291,10
1514,192.9,30.729826264107356,10
1515,192.9,31.064270293842235,10
1516,193.3,30.940983249477455,10
1517,193.5,30.988349065056337,10
1518,193.5,31.227658680513763,10
1519,193.8,31.491797873943835,10
1520,193.9,31.932045903066648,10
1521,193.9,31.827486374027227,10
1522,194.0,32.0,10
1523,194.2,31.877543471506364,10
1524,194.6,31.805659873676575,10
1525,194.5,31.89305044467629,10
1526,194.5,31.728886243015562,10
1527,194.7,31.693146823178598,10
1528,194.5,31.809327772421305,10
1529,195.0,32.11091887677945,10
1530,195.2,31.947178626949555,10
1531,195.3,32.31459938376667,10
1532,195.3,32.1664075982659,10
1533,195.7,32.003645625667914,10
1534,195.6,31.5566509982004,10
1535,195.6,31.5566509982004,10
1536,195.4,31.486152158969468,10
1537,195.3,31.68613436680327,10
1538,195.5,31.599050618649922,10
1539,195.8,31.67824349788212,10
1540,195.8,31.615045644615336,10
1541,195.9,31.638408444308464,10
1542,196.1,31.715576264318106,10
1543,196.1,31.295899624924242,10
1544,196.4,31.127693993184483,10
1545,196.4,30.966648726223728,10
1546,196.6,30.977411124882597,10
1547,196.9,30.9818943542479,10
1548,196.9,31.182081749335186,10
1549,196.6,31.326949704332495,10
1550,196.7,31.26250860766686,10
1551,197.0,31.0984101058416,10
1552,197.6,31.031167128120288,10
1553,197.8,31.190454380217748,10
1554,197.6,30.746996239922,10
1555,197.7,30.74645417677369,10
1556,197.6,30.53668103918448,10
1557,197.6,30.804761536706195,10
1558,198.2,31.115555238140587,10
1559,198.4,31.120554122458824,10
1560,198.6,30.848014522818158,10
1561,198.5,30.551413860718277,10
1562,198.8,30.60065358779123,10
1563,198.9,30.892106147399897,10
1564,199.0,30.850895899110903,10
1565,199.0,30.49225766941139,10
1566,199.2,30.35274104407852,10
1567,199.3,30.78257082614554,10
1568,199.3,31.08429399766598,10
1569,199.4,31.016841303466805,10
1570,199.3,30.872677600464495,10
1571,199.9,30.72982626410736,10
1572,199.9,30.899298805420596,10
1573,200.3,31.216270686223165,10
1574,200.4,31.48262307298354,10
1575,200.6,31.535517894730837,10
1576,200.9,31.63840844430846,10
1577,201.1,31.596237469392175,10
1578,201.2,31.856623242968556,10
1579,201.7,31.724683695122252,10
1580,202.1,31.998090220789393,10
1581,202.3,32.19748092285758,10
1582,202.6,32.30135876055027,10
1583,202.7,32.338659355157084,10
1584,202.8,32.40301769211558,10
1585,202.9,32.171243197751764,10
1586,202.7,32.414160143026656,10
1587,202.5,32.8641986903006,10
1588,202.2,32.71696807468565,10
1589,202.2,32.64216768401129,10
1590,202.4,32.71493033259687,10
1591,202.5,32.78634539628417,10
1592,202.3,32.629400512080785,10
1593,202.8,32.73733851939301,10
1594,203.2,33.01447493987381,10
1595,203.4,32.82343336364705,10
1596,203.3,33.089273186336385,10
1597,203.5,33.01262384805748,10
1598,203.5,33.30748998181774,10
1599,204.0,32.92078033367037,10
1600,204.5,33.19052743044484,10
1601,204.5,33.25073098611685,10
1602,204.4,33.0528196813659,10
1603,204.5,32.62327049481363,10
1604,204.7,32.550985648159205,10
1605,204.6,32.24627454795704,10
1606,204.7,31.937612796060872,10
1607,205.2,31.61153094819814,10
1608,206.0,31.63682804721246,10
1609,205.9,31.59975386683327,10
1610,206.1,31.87283761728437,10
1611,206.2,31.537631842328018,10
1612,206.5,31.662280397975127,10
1613,207.1,31.858890264553924,10
1614,207.2,31.502380862404674,10
1615,207.6,31.56721224449332,10
1616,207.9,31.3420200724558,10
1617,207.9,31.455259231698175,10
1618,208.3,31.234062602656522,10
1619,208.6,31.28080703704572,10
1620,208.6,31.383647546665657,10
1621,208.8,31.40700558792576,10
1622,209.0,31.591137997862628,10
1623,208.9,31.666491227584192,10
1624,209.3,31.601863517485445,10
1625,209.4,31.655085601597168,10
1626,209.6,31.486152158969468,10
1627,209.9,31.592720680561843,10
1628,210.0,31.343969825860356,10
1629,210.0,31.506613062445584,10
1630,210.0,31.506613062445584,10
1631,209.9,31.715576264318106,10
1632,209.9,31.603269873015776,10
1633,209.9,31.715576264318106,10
1634,210.2,31.569324069770996,10
1635,210.3,31.714174888981248,10
1636,210.5,31.465148268450214,10
1637,210.8,31.576362467305614,10
1638,210.7,31.573723252096826,10
1639,210.8,31.720305448998715,10
1640,211.2,31.40346760753942,10
1641,211.3,31.26961606558176,10
1642,211.6,31.305661539798905,10
1643,211.6,31.03474755102022,10
1644,211.5,31.291638925864312,10
1645,211.2,31.229615573824933,10
1646,211.4,31.10626946453078,10
1647,211.5,31.088583113419627,10
1648,211.6,31.088404412077647,10
1649,211.6,31.302112104812068,10
1650,212.2,31.31488818792464,10
1651,212.6,31.700683483693748,10
1652,212.5,31.955698500684765,10
1653,212.7,32.27331198787423,10
1654,212.4,32.25316521934966,10
1655,212.6,32.4420851501393,10
1656,212.4,32.3151151424015,10
1657,212.4,32.3151151424015,10
1658,212.5,32.349652239243625,10
1659,212.6,32.42152919828977,10
1660,212.9,32.5694130537636,10
1661,213.1,32.44979027496,10
1662,212.8,32.5330601081423,10
1663,213.4,32.84035457921989,10
1664,213.3,32.772108737631015,10
1665,213.5,32.955357008467615,10
1666,213.4,32.72511777417055,10
1667,213.4,32.640125272090756,10
1668,213.5,32.5721421531413,10
1669,213.7,32.78905643994993,10
1670,213.8,32.76108802968682,10
1671,213.7,32.748367219688305,10
1672,213.6,32.887687665751145,10
1673,213.8,32.99090783837268,10
1674,213.9,33.00319849819274,10
1675,214.2,32.99427559777942,10
1676,214.6,32.96867199832795,10
1677,215.0,33.259919155377126,10
1678,215.3,33.216629034934364,10
1679,215.2,33.205755859823796,10
1680,215.3,33.23000652021202,10
1681,215.4,33.516828277415776,10
1682,215.9,33.530914425679214,10
1683,216.0,33.51284994015148,10
1684,215.9,33.59712289269226,10
1685,216.0,33.58240279934981,10
1686,216.0,33.552612085764316,10
1687,216.6,33.57644677117842,10
1688,216.9,33.67970044733507,10
1689,217.3,33.91509005344573,10
1690,217.1,34.36551889450949,10
1691,217.4,34.596724315075456,10
1692,217.8,34.440931720523736,10
1693,217.8,34.524709347879465,10
1694,217.9,34.33964343308053,10
