t,cum_regret_mean,cum_regret_sd,n_runs
1,0.0,0.0,10
2,0.006029770741118936,0.014565203827879451,10
3,0.08920832395378268,0.254853616964439,10
4,0.1714344163613352,0.33966714081156024,10
5,0.3092045383968244,0.3835842802632156,10
6,0.3203956626150008,0.3981970260603873,10
7,0.413759251335079,0.5747685758593682,10
8,0.6010673627649377,0.5930785143480736,10
9,0.6382249990923546,0.618309596743677,10
10,0.838667435408669,0.8046229775676542,10
11,1.0115812756617286,0.9340548433643293,10
12,1.1849134536430719,0.9613538673706183,10
13,1.4658028676237542,0.9613063753430872,10
14,1.557815108169913,1.0462437373194178,10
15,1.6341099525489842,1.0622097827991526,10
16,1.723840604077195,1.059701050794381,10
17,1.8603048449960748,1.1926459144543249,10
18,1.9739424208716372,1.3065251050150828,10
19,2.3056372931364044,1.5078183367663396,10
20,2.3874000999890916,1.527522237704698,10
21,2.5235034433871815,1.5467010899078566,10
22,2.6082023128431624,1.4977867483206422,10
23,2.8616018620555135,1.4654607504927377,10
24,2.9493649122649854,1.5803793243556012,10
25,3.1355377720085738,1.4689203201330905,10
26,3.384272340527363,1.6369703289261563,10
27,3.5694832762714874,1.6152546360250382,10
28,3.6522057457157664,1.7072424102340038,10
29,3.668924783233635,1.7218952031753223,10
30,3.7559787518728944,1.7322006413101514,10
31,3.8391975965002603,1.8706413540501197,10
32,3.9215059942262513,1.9760620994504032,10
33,4.0042687551090985,2.00918934861978,10
34,4.248629804998507,2.0032238798390622,10
35,4.412171566053983,2.166641612273182,10
36,4.41486258664713,2.166733315139839,10
37,4.7499113899365755,2.276679655877694,10
38,4.913949523908481,2.3284044408304614,10
39,5.329817622533881,2.4902981041519006,10
40,5.589486608361665,2.705226127297789,10
41,5.75735986717789,2.7842324896417723,10
42,5.846596865767195,2.671244997107239,10
43,6.091868358857089,2.9608587104668627,10
44,6.212561433831619,2.993780410770918,10
45,6.306544003519095,3.046822322220915,10
46,6.3274676357030355,3.045651324350206,10
47,6.563035291310736,3.2066501327407706,10
48,6.645755029483529,3.3461232955362465,10
49,6.801319897541633,3.326293114793444,10
50,7.29691927832241,3.547686035997702,10
51,7.303366659883959,3.547404365401796,10
52,7.711589623023772,3.810462364172132,10
53,7.794354105994114,3.7569020906124,10
54,7.883591107636787,3.725356067830878,10
55,8.05634033595167,3.90995872358528,10
56,8.351159164017874,4.013987727604353,10
57,8.536182312657346,4.238817833836326,10
58,8.701295507364172,4.46083238608005,10
59,8.794741408709289,4.441260922075457,10
60,8.876529102220314,4.331510529154977,10
61,8.967548592946251,4.387623777043064,10
62,9.131878200091396,4.57612212718553,10
63,9.134277756437168,4.576831100104458,10
64,9.300305018149619,4.667094129395648,10
65,9.388797095959289,4.601683151824348,10
66,9.543131393792033,4.634347247799546,10
67,9.624943411704033,4.69286916989889,10
68,9.793272753341148,4.706327919693937,10
69,9.950302865231222,4.595145504252496,10
70,9.961909883107204,4.612110638427648,10
71,9.965670660246527,4.614871744882449,10
72,10.043312253821584,4.618480282135798,10
73,10.043808608640187,4.617721043220747,10
74,10.044801340495521,4.617659650681216,10
75,10.133956036309149,4.6962260805608995,10
76,10.297580108021036,4.931455444808851,10
77,10.467939870591497,4.952087955225036,10
78,10.62974133140463,4.9698905540353095,10
79,10.63573080980103,4.9754943217303005,10
80,10.727415592138648,4.95437869601392,10
81,10.817765216579332,5.112902278569453,10
82,10.904778893503922,5.015562204569783,10
83,10.924934159543719,5.011195642957877,10
84,11.006249805973521,4.921260409876643,10
85,11.095486807616194,5.086729322336199,10
86,11.182874258635929,5.159937036485818,10
87,11.200858028869145,5.167532099272889,10
88,11.283580497012126,5.332089844063788,10
89,11.291379233225749,5.32631338599374,10
90,11.30301309111114,5.327451319326747,10
